case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,wall_time_s
29,B,15,15,15,8581.502,295,15,1,27,5717.936703395463,6752.501629189135,4094.9367033954636,2657.5649257936734,1475.0,279.0,75.0,0,,,,,0.5072546000010334
29,C,15,15,15,9601.497,435,15,1,29,5874.186326234185,6939.497249356253,3645.1863262341835,3294.3109231220706,2175.0,412.0,75.0,0,,,,,0.6255210999806877
30,Cplus3F,11,11,11,8740.369,455,11,1,29,6169.328397820176,5983.3693233919485,3690.3283978201744,2293.040925571776,2275.0,427.0,55.0,0,2,C,148,63,0.4340778999903705
30,C3FDirect,11,11,11,8740.369,455,11,1,29,6169.328397820176,5983.3693233919485,3690.3283978201744,2293.040925571776,2275.0,427.0,55.0,0,2,C,148,63,0.4562142000067979
30,B,11,11,11,8688.504,388,11,1,27,6394.6855349661155,6314.50430649989,4142.685534966116,2171.818771533775,1940.0,379.0,55.0,0,,,,,0.24630500000785105
30,C,11,11,11,8834.238,477,11,1,29,6189.0474041151765,5936.2380083232165,3636.047404115175,2300.1906042080445,2385.0,458.0,55.0,0,,,,,0.530282099993201
31,Cplus3F,11,11,11,8812.131,443,11,1,29,5966.800183374246,6127.131474030771,3655.8001833742446,2471.3312906565284,2215.0,415.0,55.0,0,2,C,73,73,0.28163099999073893
31,C3FDirect,11,11,11,8812.131,443,11,1,29,5966.800183374246,6127.131474030771,3655.8001833742446,2471.3312906565284,2215.0,415.0,55.0,0,2,C,73,73,0.33214959999895655
31,B,11,11,11,8431.915,428,11,1,27,6595.223592617638,5815.914884909874,4091.2235926176386,1724.6912922922343,2140.0,421.0,55.0,0,,,,,0.2809408000030089
31,C,11,11,11,9731.99,500,11,1,29,6064.526432326396,6705.9901985532015,3629.5264323263946,3076.4637662268096,2500.0,471.0,55.0,0,,,,,0.5821022000163794
32,Cplus3F,14,14,14,8466.789,378,14,1,29,5764.230103274595,6151.788627668778,3698.2301032745954,2453.558524394183,1890.0,355.0,70.0,0,1,C,168,75,0.2533874999789987
32,C3FDirect,14,14,14,8466.789,378,14,1,29,5764.230103274595,6151.788627668778,3698.2301032745954,2453.558524394183,1890.0,355.0,70.0,0,1,C,168,75,0.26958860000013374
32,B,14,14,14,9210.809,394,14,1,27,6048.039162529364,6796.809394116983,4082.0391625293655,2714.7702315876177,1970.0,374.0,70.0,0,,,,,0.4009317000163719
32,C,14,14,14,9978.445,514,14,1,29,6052.526432326396,6841.444822446221,3629.5264323263946,3211.9183901198326,2570.0,497.0,70.0,0,,,,,0.9067800000193529
33,Cplus3F,11,11,11,7962.282,390,11,1,29,5992.411110497857,5571.2816400533875,3686.411110497856,1884.8705295555299,1950.0,386.0,55.0,0,1,C,78,44,0.19719829998211935
33,C3FDirect,11,11,11,7962.282,390,11,1,29,5992.411110497857,5571.2816400533875,3686.411110497856,1884.8705295555299,1950.0,386.0,55.0,0,1,C,78,44,0.20291560000623576
33,B,11,11,11,8513.323,423,11,1,27,6608.3313353725,5926.322762555152,4116.331335372501,1809.9914271826513,2115.0,417.0,55.0,0,,,,,0.14453499999945052
33,C,11,11,11,8265.149,410,11,1,29,6060.236450109597,5756.148891111629,3674.2364501095954,2081.912441002034,2050.0,404.0,55.0,0,,,,,0.20509119998314418
34,Cplus3F,13,13,13,8701.91,438,13,1,29,5858.043263488052,6019.910490215035,3665.043263488051,2354.867226726983,2190.0,427.0,65.0,0,1,C,62,82,0.42366369999945164
34,C3FDirect,13,13,13,8701.91,438,13,1,29,5858.043263488052,6019.910490215035,3665.043263488051,2354.867226726983,2190.0,427.0,65.0,0,1,C,62,82,0.30429390000062995
34,B,13,13,13,8092.071,382,13,1,27,6368.378042930726,5739.070684443979,4128.378042930726,1610.6926415132534,1910.0,378.0,65.0,0,,,,,0.18800319998990744
34,C,13,13,13,9405.14,466,13,1,29,5818.5264323263955,6550.139872211545,3629.5264323263946,2920.613439885151,2330.0,460.0,65.0,0,,,,,0.48990309998043813
35,Cplus3F,15,15,15,7719.883,357,15,1,29,5699.058234816457,5512.883386481351,3689.058234816456,1823.8251516648934,1785.0,347.0,75.0,0,3,C,116,66,0.17634229999384843
35,C3FDirect,15,15,15,7719.883,357,15,1,29,5699.058234816457,5512.883386481351,3689.058234816456,1823.8251516648934,1785.0,347.0,75.0,0,3,C,116,66,0.2257707999960985
35,B,15,15,15,8988.55,360,15,1,27,6048.8719793931805,6774.550046860943,4081.871979393182,2692.6780674677675,1800.0,339.0,75.0,0,,,,,0.5707324999966659
35,C,15,15,15,8877.625,430,15,1,29,5972.470089686696,6233.625470537122,3647.4700896866952,2586.1553808504273,2150.0,419.0,75.0,0,,,,,0.3730941000103485
36,Cplus3F,13,13,13,7699.132,382,13,1,29,5906.584587896647,5347.1315907784065,3773.5845878966456,1573.5470028817601,1910.0,377.0,65.0,0,3,C,84,80,0.1447500000067521
